번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
3754,구로3동 자치회관,구로3동 주민센터 4층 자치회관 다목적실 천장,서울특별시,구로구,기타,구로구(자체구축),Public WiFi@Guro,2018-08,서울특별시 구로구 디지털로 31길 109,서울특별시 구로구 구로동 777-22,서울특별시 구로구청,02-860-2928,37.487641,126.890265,2020-10-27
3755,증산동 주민센터,증산동 187-19,서울특별시,은평구,관공서,미래부,Public WiFi FREE,2015-11,서울특별시 은평구 증산서길 89,서울특별시 은평구 증산동 187-19,미래부,18994876,37.584306,126.90704,2020-01-16
3756,증산동 주민센터,증산동 187-19,서울특별시,은평구,관공서,서울특별시 은평구청,SEOUL,2011-10,서울특별시 은평구 증산서길 89,서울특별시 은평구 증산동 187-19,서울특별시 은평구청,02-351-6364,37.584306,126.90704,2020-01-16
3757,수색동 주민센터,수색동 136-50,서울특별시,은평구,관공서,서울특별시 은평구청,SEOUL,2019-03,서울특별시 은평구 은평터널로 27,서울특별시 은평구 수색동 136-50,서울특별시 은평구청,02-351-6364,37.58414,126.897541,2020-01-16
3758,진관동 주민센터,진관동 78,서울특별시,은평구,관공서,서울특별시 은평구청,SEOUL,2015-11,서울특별시 은평구 진관2로 31,서울특별시 은평구 진관동 78,서울특별시 은평구청,02-351-6364,37.634983,126.921051,2020-01-16
3759,드림스타트,신사2동 98-29,서울특별시,은평구,서민·복지시설,미래부,Public WiFi FREE,2015-11,서울특별시 은평구 증산로401-18,서울특별시 은평구 신사2동 98-29,미래부,18994876,37.59211,126.912694,2020-01-16
3760,드림스타트,신사2동 98-29,서울특별시,은평구,서민·복지시설,서울특별시 은평구청,SEOUL,2014-10,서울특별시 은평구 증산로401-18,서울특별시 은평구 신사2동 98-29,서울특별시 은평구청,02-351-6364,37.59211,126.912694,2020-01-16
3761,문화예술회관,녹번동 85-4,서울특별시,은평구,지역문화시설,서울특별시 은평구청,SEOUL,2014-10,서울특별시 은평구 녹번로 16,서울특별시 은평구 녹번동 85-4,서울특별시 은평구청,02-351-6364,37.60363,126.927988,2020-01-16
3762,다래어린이공원,응암동 751-22 (공원CCTV),서울특별시,은평구,기타,서울특별시청,SEOUL,2016-11,서울특별시 은평구 응암로12길 12-43,서울특별시 은평구 응암동 751-22 (공원CCTV),서울특별시청,02-2133-2871,37.587172,126.919058,2020-01-16
3763,양천리누리터 마을공원,녹번동 281-4 (공원CCTV),서울특별시,은평구,기타,서울특별시청,SEOUL,2018-05,서울특별시 은평구 증산로1길 6-19,서울특별시 은평구 증산동 180-1 (공원CCTV),서울특별시청,02-2133-2871,37.579989,126.904098,2020-01-16
3764,새마을금고 건너편,신사동 12-16(U존 방범),서울특별시,은평구,기타,서울특별시청,SEOUL,2016-11,서울특별시 은평구 갈현로1길24,서울특별시 은평구 신사동 12-16(U존 방범),서울특별시청,02-2133-2871,37.599485,126.907637,2020-01-16
3765,자주와기상 학원 건너편,신사동 23-45(어린이방범#109),서울특별시,은평구,기타,서울특별시청,SEOUL,2016-11,서울특별시 은평구 증산로23길8,서울특별시 은평구 신사동 23-45(어린이방범#109),서울특별시청,02-2133-2871,37.597493,126.914474,2020-01-16
3766,갈현초 정문 CCTV,갈현동 110-12(어린이방범#30),서울특별시,은평구,기타,서울특별시청,SEOUL,2016-11,서울특별시 은평구 연서로27길 25-1,서울특별시 은평구 갈현동 110-12(어린이방범#30),서울특별시청,02-2133-2871,37.62002,126.916534,2020-01-16
3767,갈현초 후문 CCTV,갈현동 451-18(어린이방범#45),서울특별시,은평구,기타,서울특별시청,SEOUL,2016-11,서울특별시 은평구 연서로29길 35,서울특별시 은평구 갈현동 451-18(어린이방범#45),서울특별시청,02-2133-2871,37.620602,126.917194,2020-01-16
3768,연서시장,불광동 311-13 -> 312-24에서 UTP,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,서울특별시 은평구 통일로 856,불광동 311-13 -> 312-24에서 UTP,서울특별시 은평구청,02-351-6382,37.61963,126.92192,2020-12-18
3769,은평한옥마을,진관동 168 / 진관동 9991-1416(C323)471,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 168 / 진관동 9991-1416(C323)471,서울특별시 은평구청,02-351-6382,37.6386,126.939,2020-12-18
3770,은평한옥마을,진관동 165-14 / 진관동 9991-1302(C325)476,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,서울특별시 은평구 연서로50길 20-8,진관동 165-14 / 진관동 9991-1302(C325)476,서울특별시 은평구청,02-351-6382,37.63951,126.93899,2020-12-18
3771,은평한옥마을,진관동 127-27(C336)535,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 127-27(C336)535,서울특별시 은평구청,02-351-6382,37.64166,126.93895,2020-12-18
3772,은평한옥마을,진관동 189 / 진관동 9991-902(C327)478,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,서울특별시 은평구 연서로48길 65,진관동 189 / 진관동 9991-902(C327)478,서울특별시 은평구청,02-351-6382,37.64064,126.94054,2020-12-18
3773,은평한옥마을,진관동 187 / 진관동 9990-1(C328)479,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 187 / 진관동 9990-1(C328)479,서울특별시 은평구청,02-351-6382,37.64125,126.94129,2020-12-18
3774,은평한옥마을,진관동 125-22(C329)480,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,서울특별시 은평구 진관길 39 (진관동),진관동 125-22(C329)480,서울특별시 은평구청,02-351-6382,37.64096,126.94289,2020-12-18
3775,은평한옥마을,진관동 135-8(C333)473,서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 135-8(C333)473,서울특별시 은평구청,02-351-6382,37.64128,126.93791,2020-12-18
3776,진관동 127-22,진관동 127-22 / 진관동 9991-107 옆삼거리,서울특별시,은평구,기타,서울특별시 은평구청,SEOUL,2020-12,,진관동 127-22 / 진관동 9991-107 옆삼거리,서울특별시 은평구청,02-351-6382,37.64192,126.9398,2020-12-18
3777,진관동 126-28,진관동 126-28 / 진관동 9994-2 맞은편옆,서울특별시,은평구,기타,서울특별시 은평구청,SEOUL,2020-12,,진관동 126-28 / 진관동 9994-2 맞은편옆,서울특별시 은평구청,02-351-6382,37.63983,126.94009,2020-12-18
3778,진관동 250,진관동 250 옆,서울특별시,은평구,기타,서울특별시 은평구청,SEOUL,2020-12,서울특별시 은평구 연서로48길 41 (진관동),진관동 250 옆,서울특별시 은평구청,02-351-6382,37.63959,126.93839,2020-12-18
3779,구파발역 사거리,진관동 69-36 구파발역 사거리,서울특별시,은평구,기타,서울특별시 은평구청,SEOUL,2020-12,,진관동 69-36 구파발역 사거리,서울특별시 은평구청,02-351-6382,37.639,126.91882,2020-12-18
3780,128동 앞 사거리,진관동 87-25(583) 128동 앞사거리,서울특별시,은평구,기타,서울특별시 은평구청,SEOUL,2020-12,,진관동 87-25(583) 128동 앞사거리,서울특별시 은평구청,02-351-6382,37.63445,126.91912,2020-12-18
3781,611동 건너편,진관동 2 611동건너편(491),서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 2 611동건너편(491),서울특별시 은평구청,02-351-6382,37.65026,126.93223,2020-12-18
3782,618동 건너편,진관동 1 618동건너편(493),서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 1 618동건너편(493),서울특별시 은평구청,02-351-6382,37.64967,126.92919,2020-12-18
3783,627동 앞,진관동 5 627동 앞(494),서울특별시,은평구,관광,서울특별시 은평구청,SEOUL,2020-12,,진관동 5 627동 앞(494),서울특별시 은평구청,02-351-6382,37.64844,126.92736,2020-12-18
3784,한국산업인력공단 서울동부지사,1층 사무실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3785,한국산업인력공단 서울동부지사,4층 제과.제빵실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3786,한국산업인력공단 서울동부지사,자양동 63-7,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3787,한국산업인력공단 서울동부지사,자양동 63-7,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3788,한국산업인력공단 서울동부지사,자양동 63-7,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3789,한국산업인력공단 서울동부지사,자양동 63-7,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3790,한국산업인력공단 서울동부지사,지하1층 필기시험장,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3791,한국산업인력공단 서울동부지사,지하2층 기계실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 뚝섬로32길 38,,서울특별시 광진구,02-450-7228,37.533894,127.066572,2020-12-22
3792,한마음공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 긴고랑로22길 23,,서울특별시 광진구,02-450-7228,37.56,127.084,2020-12-22
3793,한마음공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 긴고랑로22길 23,,서울특별시 광진구,02-450-7228,37.56,127.084,2020-12-22
3794,한아름어린이공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 군자로3길 11,,서울특별시 광진구,02-450-7228,37.5445442,127.0706117,2020-12-22
3795,해오름공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 영화사로5길 19,,서울특별시 광진구,02-450-7228,37.557,127.092,2020-12-22
3796,햇님어린이공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 동일로24길 38-11,,서울특별시 광진구,02-450-7228,37.543,127.067,2020-12-22
3797,화양골목시장,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 능동로13길 39,,서울특별시 광진구,02-450-7228,37.544047,127.069752,2020-12-22
3798,화양공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 아차산로31길 13,,서울특별시 광진구,02-450-7228,37.5416587,127.0695076,2020-12-22
3799,화양공원,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 아차산로31길 13,,서울특별시 광진구,02-450-7228,37.5416587,127.0695076,2020-12-22
3800,화양동정자마당,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 군자로6길 27,,서울특별시 광진구,02-450-7228,37.546,127.072,2020-12-22
3801,화양동정자마당,CCTV,서울특별시,광진구,기타,서울특별시 광진구,,,서울특별시 광진구 군자로6길 27,,서울특별시 광진구,02-450-7228,37.546,127.072,2020-12-22
3802,광장동 거리,광장동 370-3,서울특별시,광진구,관광,서울특별시 광진구,,,서울특별시 광진구 영화사로 145,,서울특별시 광진구,02-450-7228,37.5520942,127.100034,2020-12-22
3803,광장동정보화공공기관장,18년5월 아차산로630에서이전설치,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 아차산로 78길 170 한강빌딩 3층,,서울특별시 광진구,02-450-7228,37.5488597,127.1080576,2020-12-22
3804,광진구 보건지소 민원실,중곡동 125-11,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 중랑구 사가정로51길 48,,서울특별시 광진구,02-450-7228,37.5829334,127.0881124,2020-12-22
3805,광진구 창업지원센터,6층 다목적홀,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 광나루로 474,,서울특별시 광진구,02-450-7228,37.5450747,127.081712,2020-12-22
3806,광진구의회,5층 부의장실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 능동로 76,,서울특별시 광진구,02-450-7228,37.5375108,127.0706628,2020-12-22
3807,광진구의회,5층 알람벨브실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 능동로 76,,서울특별시 광진구,02-450-7228,37.5375108,127.0706628,2020-12-22
3808,광진구의회,5층 의원연구실,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 능동로 76,,서울특별시 광진구,02-450-7228,37.5375108,127.0706628,2020-12-22
3809,광진구의회,6층 로비,서울특별시,광진구,관공서,서울특별시 광진구,,,서울특별시 광진구 능동로 76,,서울특별시 광진구,02-450-7228,37.5375108,127.0706628,2020-12-22
3810,광진구청소년상담복지센터,3층 사무실,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 아차산로24길 17,,서울특별시 광진구,02-450-7228,37.5402985,127.0651798,2020-12-22
3811,광진구청소년상담복지센터,자양동 13-28,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 아차산로24길 17,,서울특별시 광진구,02-450-7228,37.5402985,127.0651798,2020-12-22
3812,광진노인종합복지관,1층 로비지원센터앞벽면,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 군자로 88,,서울특별시 광진구,02-450-7228,37.5511542,127.071585,2020-12-22
3813,광진노인종합복지관,2층 바둑장기실,서울특별시,광진구,서민·복지시설,서울특별시 광진구,,,서울특별시 광진구 군자로 88,,서울특별시 광진구,02-450-7228,37.5511542,127.071585,2020-12-22
