번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
5839	잠실역사거리	Cctv4240134 잠실역 3번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 88		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5840	잠실역사거리	Cctv4240134 잠실역 3번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 88		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5841	잠실역사거리	Cctv4240134 잠실역 3번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 88		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5842	잠실역사거리	Cctv4240123	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실3동 40-1		과학기술정보통신부	053-230-1729	37.51124	127.097	2023-01-03
5843	잠실역사거리	Cctv4240123	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실3동 40-1		과학기술정보통신부	053-230-1729	37.51124	127.097	2023-01-03
5844	잠실역사거리	Cctv4260111 잠실역 1번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 29		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5845	잠실역사거리	Cctv4260111 잠실역 1번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 29		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5846	잠실역사거리	Cctv4260111 잠실역 1번출구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 29		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5847	잠실역사거리	Cctv4260181 잠실역 8번출구 미세먼지 프리존 옆	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 88		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5848	잠실역사거리	Cctv4260181 잠실역 8번출구 미세먼지 프리존 옆	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 88		과학기술정보통신부	053-230-1729	37.51335	127.0995	2023-01-03
5849	잠실광역환승센터	19번 게이트 쪽 화장실 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5850	잠실광역환승센터	19번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5851	잠실광역환승센터	20번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5852	잠실광역환승센터	21번 22번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5853	잠실광역환승센터	22번 23번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5854	잠실광역환승센터	23번 24번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5855	잠실광역환승센터	1번게이트 쪽 출입구	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5856	잠실광역환승센터	1번 2번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5857	잠실광역환승센터	3번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5858	잠실광역환승센터	4번 5번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5859	잠실광역환승센터	5번 6번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5860	잠실광역환승센터	약국 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5861	잠실광역환승센터	IMU의원 앞	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5862	잠실광역환승센터	7번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5863	잠실광역환승센터	9번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5864	잠실광역환승센터	11번게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5865	잠실광역환승센터	13번 14번 사이	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5866	잠실광역환승센터	15번 게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5867	잠실광역환승센터	16번 게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5868	잠실광역환승센터	17번 게이트	서울특별시	송파구	기타	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 잠실동 32		과학기술정보통신부	053-230-1729	37.51207	127.1008	2023-01-03
5869	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5870	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5871	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5872	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5873	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5874	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5875	올림픽공원	K아트홀 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88-2		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5876	올림픽공원	올림픽공원 동문안 광장 국민체력센터 옥상	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 88		과학기술정보통신부	053-230-1729	37.52035	127.1154	2023-01-03
5877	송파둘레길	성내천길 Cctv4020320	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납2동 387		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5878	송파둘레길	성내천길 Cctv4020320	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납2동 387		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5879	송파둘레길	성내천길 Cctv4020188	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납2동 434		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5880	송파둘레길	성내천길 Cctv4020188	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납2동 434		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5881	송파둘레길	성내천길 Cctv4020188	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 풍납2동 434		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5882	송파둘레길	성내천길 Cctv1020020	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 올림픽로43길 20		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5883	송파둘레길	성내천길 Cctv1020020	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 올림픽로43길 20		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5884	송파둘레길	성내천길 Cctv1020020	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 올림픽로43길 20		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5885	송파둘레길	성내천길 CCTV1250279	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 21		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5886	송파둘레길	성내천길 CCTV1250279	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 21		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5887	송파둘레길	성내천길 CCTV1250279	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 21		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5888	송파둘레길	성내천길 CCTV1250810	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5889	송파둘레길	성내천길 CCTV1250810	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 17		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5890	송파둘레길	성내천길 CCTV1250958	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 신천동 25		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5891	송파둘레길	성내천길 올림픽광장 CCTV1090729	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-24		과학기술정보통신부	053-230-1729	37.51549	127.1342	2023-01-03
5892	송파둘레길	성내천길 올림픽광장 재난확성기(성내1교 고가 위)	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-24		과학기술정보통신부	053-230-1729	37.51549	127.1342	2023-01-03
5893	송파둘레길	성내천길 올림픽광장 재난확성기(성내1교 고가 위)	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-24		과학기술정보통신부	053-230-1729	37.51549	127.1342	2023-01-03
5894	송파둘레길	성내천길 올림픽광장 성내1교앞 분수대 관리사무소	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-11		과학기술정보통신부	053-230-1729	37.51549	127.132	2023-01-03
5895	송파둘레길	성내천길 오륜동주민센터 앞 가로등	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-10		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5896	송파둘레길	성내천길 오륜동주민센터 앞 가로등	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-10		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
5897	송파둘레길	성내천길 오륜동주민센터 앞 가로등	서울특별시	송파구	관광	과학기술정보통신부	"Public WiFi Free, Public WiFi Secure"	Jan-21	서울특별시 송파구 방이동 89-10		과학기술정보통신부	053-230-1729	37.51473	127.106	2023-01-03
